Review,Sentiment
"great food, lt's of it, more then one person can eat!",Positive
Definitely a great spot for a nice occasion or date.,Positive
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",Positive
We won't go to this place again for a good meal.,Negative
They are served with a free appetizer and the portions are perfect for lunch.,Neutral
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",Neutral
"Outstanding Bagels, but you get what you pay for.",Neutral
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,Neutral
All we received was an apology as we left to see our show without dinner.,Neutral
"Southern Indian cuisine is still there, too.",Neutral
I've always been seated propmtly.,Positive
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",Neutral
"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",Neutral
Moderate prices.,Neutral
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",Positive
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",Positive
This is one of the best comfort food places in the city.,Positive
Buon appetito!,Positive
The waiter actually poured water on my hand and walked away.,Neutral
enough said!,Neutral
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",Negative
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",Neutral
Would recommend - perfect for those looking for a place close to grand central.,Positive
"The food was just OK, I would never go back.",Neutral
At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,Neutral
All I can say is WOW!,Positive
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",Positive
There is a real gallery of stars that have visited.,Neutral
My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,Positive
"Told us to sit anywhere, and when we sat he said the table was reserved.",Negative
Three strikes and this restaurant is out.,Negative
Everything at Sala Thai is tasty and well-portioned.,Positive
"Drinks got screwed up, she acted put upon.",Negative
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,Positive
What more could you want?,Positive
The wine list is excellent.,Positive
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",Positive
This place is always packed.,Neutral
"I don't get it, what's so special about Prune ?",Negative
Service was very good and warm.,Positive
"believe us, we've been eating sushi for over 15 yrs.",Neutral
A little overpriced but worth it once you take a bite.,Neutral
However it is the ONLY Taiwanese restaurant in town.,Neutral
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",Positive
Great food at reasonable prices.,Positive
Really cool stauff inside.,Positive
We had a good time.,Positive
I highly recommend the Sophia pizza.,Positive
"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",Positive
Cheese plate is a varied delight and great bargain at $10.,Positive
The staff is courteous and friendly.,Positive
While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,Positive
And cheap!,Positive
Ive been here a bunch of times now and the service is always outstanding.,Positive
Another great place to take out-of-towners!,Positive
The place is so cool and the service is prompt and curtious.,Positive
"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",Positive
I ordered a Lassi and asked 4 times for it but never got it.,Neutral
I only have friends.,Neutral
Went there for an office lunch.,Neutral
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,Positive
The atmosphere was crowded but it was a great bistro-type vibe.,Neutral
The food always tastes fresh and served promptly.,Positive
Village is one of those places that scores on all fronts.,Positive
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",Positive
"Despite the fact that the space is large, they've overcrowded the floor with tables.",Neutral
Best dish is nori-wrapped tuna.,Positive
Patroon features a nice cigar bar and has great staff.,Positive
"We were seated promptly as we had reservations, however after that the service was slow.",Neutral
"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",Negative
The lunch special is an asbolute steal.,Positive
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Neutral
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,Neutral
"Searching to get out from the cold, freezing weather, we went into what we thought was a deli.",Negative
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",Positive
"Great service, great food.",Positive
I cannot imagine you not rushing out to eat there.,Positive
"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",Negative
